Timestamp,Timestamp ET,Timestamp CT,Timestamp PT,Title,ItemID,UPC,Variation,# of Variations,Brand,Category,Subcategory,Manufacturer,Manufacturer Part #,Model #,Image URL,Image,Source,Walmart Link,Cost,Amazon ASIN,Amazon Search URL,eBay Search URL,Google Search URL,Add to Catalog URL,Badges,Walmart BuyBox Suppression Status,Amazon BuyBox Suppression Status,Walmart on Listing,Total Sellers,WFS Sellers,MFN Sellers,Total Available Quantity,Seller on the BuyBox,BuyBox Seller Type,BuyBox Price,BuyBox Seller QTY,Min Price,Max Price,Sale Price,Cost,Profit,Profit Margin,ROI,Breakeven,Max Cost,Units Purchased,Amazon Price,Amazon Units Sold / Mo,Total Fees,WFS Fee,MFN Cost,Referral Fee,Referral Rate,Storage Fee,Storage Months,Additional Fees,Inbound Shipping,Inbound Shipping Expense,Hazardous Fee,WFS Polybag,Standard Label,Overhead Cost,Sales Tax %,Sales Tax Fee,Ratings,Reviews,Alerts,Package Dimensions,Package Length,Package Width,Package Height,Package Weight,Comments,Device
"05/05/2025, 09:45 PM CDT","05/05/2025, 10:45 PM EDT","05/05/2025, 09:45 PM CDT","05/05/2025, 07:45 PM PDT","Nuun Sport: Electrolyte Hydration Supplement, Juice Box Mix, 4-Pack",198938183,811660020853,4-Pack,1,Nuun,Health & Personal Care,Electrolyte Supplements,N/A,1169904,12518908,https://i5.walmartimages.com/seo/Nuun-Sport-Electrolyte-Hydration-Supplement-Juice-Box-Mix-4-Pack_8af4eacf-05e3-417b-9c68-6b5142bb8287.7cfd7275eebbd36b9480aba5d9507319.jpeg,,N/A,https://www.walmart.com/ip/198938183,0,https://www.amazon.com/dp/B019GU4J56,https://www.amazon.com/s?k=Nuun%20Sport%3A%20Electrolyte%20Hydration%20Supplement%2C%20Juice%20Box%20Mix%2C%204-Pack,https://www.ebay.com/sch/i.html?_nkw=Nuun%20Sport%3A%20Electrolyte%20Hydration%20Supplement%2C%20Juice%20Box%20Mix%2C%204-Pack,https://www.google.com/search?q=Nuun%20Sport%3A%20Electrolyte%20Hydration%20Supplement%2C%20Juice%20Box%20Mix%2C%204-Pack,https://seller.walmart.com/catalog/add-items?search=198938183,N/A,no,no,no,5,0,5,46,Q MART .,mfn,$37.50,2,$36.13,$40.81,37.5,0,28.22,75.24 %,NA,5.00,22.57,1,$22.24,7k+ units sold this month on Amazon,$9.28,$3.45,0,$5.63,15.00%,$0.01,1,$0.20,$0.30 /lb,$0.20,$0.00,$0.00,$0.00,$0.00,0,$0.00,4.9,393,Pulling package information from B019GU4J56 via amazon.com,"4.21, 2.83, 2.80 in, 0.65 lbs",4.21,2.83,2.80,0.65,N/A,Computer
"05/07/2025, 12:51 AM PDT","05/07/2025, 03:51 AM EDT","05/07/2025, 02:51 AM CDT","05/07/2025, 12:51 AM PDT","AriZona Mucho Mango Juice Drink, 20 Fl Oz (Pack of 24)",1520067561,100378722129,N/A,N/A,AriZona,Grocery,Juices,AriZona,N/A,N/A,https://i5.walmartimages.com/seo/AriZona-Mucho-Mango-Juice-Drink-20-Fl-Oz-Pack-of-24_ecf5872d-24f0-4575-ae25-e7d9fb489b23.922c08a41479684983a8e34831173c30.jpeg,,N/A,https://www.walmart.com/ip/1520067561,23.76,N/A,https://www.amazon.com/s?k=AriZona%20Mucho%20Mango%20Juice%20Drink%2C%2020%20Fl%20Oz%20(Pack%20of%2024),https://www.ebay.com/sch/i.html?_nkw=AriZona%20Mucho%20Mango%20Juice%20Drink%2C%2020%20Fl%20Oz%20(Pack%20of%2024),https://www.google.com/search?q=AriZona%20Mucho%20Mango%20Juice%20Drink%2C%2020%20Fl%20Oz%20(Pack%20of%2024),https://seller.walmart.com/catalog/add-items?search=1520067561,N/A,no,no,no,1,0,1,10,Shop The King,mfn,$93.41,10,$93.41,$93.41,93.41,23.76,28.01,29.99 %,117.89 %,60.35,41.42,1,NA,N/A,$41.64,$16.55,0,$14.01,15.00%,$0.62,1,$10.45,$0.30 /lb,$10.45,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"For better accuracy, we’ve used dimensions from B09238WRB2 to provide more precise estimates,3 or less sellers","15.00, 10.98, 8.74 in, 34.84 lbs",15.00,10.98,8.74,34.84,N/A,Computer
"05/07/2025, 01:05 AM PDT","05/07/2025, 04:05 AM EDT","05/07/2025, 03:05 AM CDT","05/07/2025, 01:05 AM PDT",Awake Gluten Free Caffeinated Chocolate Bars Chocolate Caramel - 1.55 oz Each Pack of 2,14993459555,968864016813,N/A,N/A,Awake Couture,Grocery,Chocolate Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Awake-Gluten-Free-Caffeinated-Chocolate-Bars-Chocolate-Caramel-1-55-oz-Each-Pack-of-2_8bc730ed-a73e-4c04-a4bd-4003ecc18dda.ecdbe16ab46888e336a0036d00a37f3a.jpeg,,N/A,https://www.walmart.com/ip/14993459555,33.6,N/A,https://www.amazon.com/s?k=Awake%20Gluten%20Free%20Caffeinated%20Chocolate%20Bars%20Chocolate%20Caramel%20-%201.55%20oz%20Each%20Pack%20of%202,https://www.ebay.com/sch/i.html?_nkw=Awake%20Gluten%20Free%20Caffeinated%20Chocolate%20Bars%20Chocolate%20Caramel%20-%201.55%20oz%20Each%20Pack%20of%202,https://www.google.com/search?q=Awake%20Gluten%20Free%20Caffeinated%20Chocolate%20Bars%20Chocolate%20Caramel%20-%201.55%20oz%20Each%20Pack%20of%202,https://seller.walmart.com/catalog/add-items?search=14993459555,N/A,no,no,no,1,0,1,6,iCapsi,mfn,$71.99,6,$71.99,$71.99,71.99,33.6,21.35,29.65 %,63.53 %,46.80,43.96,1,NA,N/A,$17.04,$5.45,0,$10.80,15.00%,$0.04,1,$0.75,$0.30 /lb,$0.75,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"For better accuracy, we’ve used dimensions from B00EORJCE0 to provide more precise estimates,3 or less sellers","6.10, 5.71, 2.91 in, 2.50 lbs",6.10,5.71,2.91,2.50,N/A,Computer
"05/06/2025, 04:16 AM PDT","05/06/2025, 07:16 AM EDT","05/06/2025, 06:16 AM CDT","05/06/2025, 04:16 AM PDT",88 Acres Bar Blueberry Lemon Crafted Seed 1.6 oz (Pack of 27),9665066705,732623836666,N/A,N/A,88 Acres,Grocery,Breakfast Bars & Cereal Bars,N/A,N/A,N/A,https://i5.walmartimages.com/seo/88-Acres-Bar-Blueberry-Lemon-Crafted-Seed-1-6-oz-Pack-of-27_170cc88e-4391-4d30-9404-718537188dbd.1b070fcbd6cd82aa2084aefe9a436954.jpeg,,N/A,https://www.walmart.com/ip/9665066705,36.45,N/A,https://www.amazon.com/s?k=88%20Acres%20Bar%20Blueberry%20Lemon%20Crafted%20Seed%201.6%20oz%20(Pack%20of%2027),https://www.ebay.com/sch/i.html?_nkw=88%20Acres%20Bar%20Blueberry%20Lemon%20Crafted%20Seed%201.6%20oz%20(Pack%20of%2027),https://www.google.com/search?q=88%20Acres%20Bar%20Blueberry%20Lemon%20Crafted%20Seed%201.6%20oz%20(Pack%20of%2027),https://seller.walmart.com/catalog/add-items?search=9665066705,N/A,no,no,no,0,0,0,0,N/A,N/A,0,,,Price,73.99,36.45,21.14,28.57 %,57.99 %,49.05,46.07,1,NA,N/A,$16.40,$4.95,0,$11.10,15.00%,$0.04,1,$0.31,$0.30 /lb,$0.31,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"For better accuracy, we’ve used dimensions from B0C6F3N6FY to provide more precise estimates,3 or less sellers","6.50, 6.14, 2.36 in, 1.04 lbs",6.50,6.14,2.36,1.04,N/A,Computer
"05/06/2025, 12:36 AM PDT","05/06/2025, 03:36 AM EDT","05/06/2025, 02:36 AM CDT","05/06/2025, 12:36 AM PDT",Frankford Oscar Mayer Gummy Bologna  Slices 7.27 oz. - Case of 8,5779265171,41376114236,Case of 8,1,Frankford,Grocery,Gummy Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Frankford-Oscar-Mayer-Gummy-Bologna-Slices-7-27-oz-Case-of-8_5f15d551-0676-485c-9d70-a76ce597f85f.974318e302cb3e6f055d80aec081f6d5.png,,N/A,https://www.walmart.com/ip/5779265171,30.76,N/A,https://www.amazon.com/s?k=Frankford%20Oscar%20Mayer%20Gummy%20Bologna%20%20Slices%207.27%20oz.%20-%20Case%20of%208,https://www.ebay.com/sch/i.html?_nkw=Frankford%20Oscar%20Mayer%20Gummy%20Bologna%20%20Slices%207.27%20oz.%20-%20Case%20of%208,https://www.google.com/search?q=Frankford%20Oscar%20Mayer%20Gummy%20Bologna%20%20Slices%207.27%20oz.%20-%20Case%20of%208,https://seller.walmart.com/catalog/add-items?search=5779265171,N/A,no,no,no,1,0,1,2,All City Candy,mfn,$66.75,2,$66.75,$66.75,66.75,30.76,20.76,31.11 %,67.50 %,42.25,41.22,1,NA,N/A,$15.23,$4.95,0,$10.01,15.00%,$0.03,1,$0.24,$0.30 /lb,$0.24,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"For better accuracy, we’ve used dimensions from B0B99F778H to provide more precise estimates,3 or less sellers","7.13, 5.83, 1.54 in, 0.79 lbs",7.13,5.83,1.54,0.79,N/A,Computer
"04/30/2025, 12:11 AM PDT","04/30/2025, 03:11 AM EDT","04/30/2025, 02:11 AM CDT","04/30/2025, 12:11 AM PDT","Glico Pretz Sour Cream & HYZ01 Onion, 1.09 oz (Pack of 10)",16294317894,0,N/A,N/A,Glico,Grocery,Prepared & Packaged Soups,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Glico-Pretz-Sour-Cream-HYZ01-Onion-1-09-oz-Pack-of-10_f07c0f79-488c-4c38-8b98-ed4f19574f4c.e2eec1b03d38b42be2ea375ab31da4af.jpeg,,N/A,https://www.walmart.com/ip/16294317894,11.9,https://www.amazon.com/dp/undefined,https://www.amazon.com/s?k=Glico%20Pretz%20Sour%20Cream%20%26%20HYZ01%20Onion%2C%201.09%20oz%20(Pack%20of%2010),https://www.ebay.com/sch/i.html?_nkw=Glico%20Pretz%20Sour%20Cream%20%26%20HYZ01%20Onion%2C%201.09%20oz%20(Pack%20of%2010),https://www.google.com/search?q=Glico%20Pretz%20Sour%20Cream%20%26%20HYZ01%20Onion%2C%201.09%20oz%20(Pack%20of%2010),https://seller.walmart.com/catalog/add-items?search=16294317894,N/A,no,no,no,1,0,1,15,Hometrixy,mfn,$44.40,15,$44.40,$44.40,44.4,11.9,20.49,46.15 %,172.20 %,20.20,25.91,1,,N/A,$12.01,$4.95,0,$6.66,15.00%,$0.08,1,$0.32,$0.30 /lb,$0.32,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"For better accuracy, we’ve used dimensions from B0C4CS8QLX to provide more precise estimates,3 or less sellers","6.42, 6.02, 4.80 in, 1.06 lbs",6.42,6.02,4.80,1.06,N/A,Computer
"05/06/2025, 04:28 AM PDT","05/06/2025, 07:28 AM EDT","05/06/2025, 06:28 AM CDT","05/06/2025, 04:28 AM PDT",Alter Eco Dark Chocolate Bar Brown Butter Organic 2.82 oz (Pack Of 12),8598504309,732623753772,Brown Butter,5,Alter Eco,Grocery,Chocolate Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Meat-Mitch-Whomp-Barbecue-Sauce-21-oz-Pack-of-6_4d74c12f-bbe2-4d44-8558-4f051ef35575.7dbdf42246b7c083e56c3bf891c98685.jpeg,,N/A,https://www.walmart.com/ip/8598504309,40.08,N/A,https://www.amazon.com/s?k=Alter%20Eco%20Dark%20Chocolate%20Bar%20Brown%20Butter%20Organic%202.82%20oz%20(Pack%20Of%2012),https://www.ebay.com/sch/i.html?_nkw=Alter%20Eco%20Dark%20Chocolate%20Bar%20Brown%20Butter%20Organic%202.82%20oz%20(Pack%20Of%2012),https://www.google.com/search?q=Alter%20Eco%20Dark%20Chocolate%20Bar%20Brown%20Butter%20Organic%202.82%20oz%20(Pack%20Of%2012),https://seller.walmart.com/catalog/add-items?search=8598504309,N/A,yes,no,no,1,0,1,12,UniversoBrands,mfn,$75.99,12,$75.99,$75.99,75.99,40.08,19.21,25.28 %,47.93 %,53.30,47.43,1,NA,N/A,$16.70,$4.95,0,$11.40,15.00%,$0.05,1,$0.30,$0.30 /lb,$0.30,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"The listing has 5 variations,For better accuracy, we’ve used dimensions from B09YZW41NW to provide more precise estimates,3 or less sellers","5.98, 5.00, 4.02 in, 1.00 lbs",5.98,5.00,4.02,1.00,N/A,Computer
"04/30/2025, 06:24 AM PDT","04/30/2025, 09:24 AM EDT","04/30/2025, 08:24 AM CDT","04/30/2025, 06:24 AM PDT","Lily's Sweets Salted Almond and Milk Chocolate Bar, 3 oz (Pack of 12)",137560821,710051539267,N/A,N/A,Lily's,Grocery,Chocolate Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Lily-s-Sweets-Salted-Almond-and-Milk-Chocolate-Bar-3-oz-Pack-of-12_5ad8847d-1f5e-4af9-91a7-aee461c25bce.e777141f0d46b5456745555a5c80813b.png,,N/A,https://www.walmart.com/ip/137560821,40.8,N/A,https://www.amazon.com/s?k=Lily's%20Sweets%20Salted%20Almond%20and%20Milk%20Chocolate%20Bar%2C%203%20oz%20(Pack%20of%2012),https://www.ebay.com/sch/i.html?_nkw=Lily's%20Sweets%20Salted%20Almond%20and%20Milk%20Chocolate%20Bar%2C%203%20oz%20(Pack%20of%2012),https://www.google.com/search?q=Lily's%20Sweets%20Salted%20Almond%20and%20Milk%20Chocolate%20Bar%2C%203%20oz%20(Pack%20of%2012),https://seller.walmart.com/catalog/add-items?search=137560821,N/A,no,no,no,1,0,1,6,Gourmet on the way LLC,mfn,$76.99,6,$76.99,$76.99,76.99,40.8,18.37,23.86 %,45.03 %,55.30,47.34,1,NA,N/A,$17.82,$5.45,0,$11.55,15.00%,$0.04,1,$0.77,$0.30 /lb,$0.77,$0.00,$0.00,$0.00,$0.00,0,$0.00,4,1,"For better accuracy, we’ve used dimensions from B07HL9CHDD to provide more precise estimates,3 or less sellers","6.22, 5.31, 3.11 in, 2.58 lbs",6.22,5.31,3.11,2.58,N/A,Computer
"05/07/2025, 01:24 AM PDT","05/07/2025, 04:24 AM EDT","05/07/2025, 03:24 AM CDT","05/07/2025, 01:24 AM PDT","Candy Envy Black Rock Candy Sugar Stick, Black Cherry Flavored, 36 Count, Indiv. Wrapped",1696232472,810000162857,36,4,Candy Envy,Grocery,Rock Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Candy-Envy-Black-Rock-Candy-Sugar-Stick-Black-Cherry-Flavored-36-Count-Indiv-Wrapped_f8a66cff-d2bc-4f66-b61d-2df8d8420bab.80a70b0c7c0896c1b56d82c7b3010529.jpeg,,N/A,https://www.walmart.com/ip/1696232472,15.48,N/A,https://www.amazon.com/s?k=Candy%20Envy%20Black%20Rock%20Candy%20Sugar%20Stick%2C%20Black%20Cherry%20Flavored%2C%2036%20Count%2C%20Indiv.%20Wrapped,https://www.ebay.com/sch/i.html?_nkw=Candy%20Envy%20Black%20Rock%20Candy%20Sugar%20Stick%2C%20Black%20Cherry%20Flavored%2C%2036%20Count%2C%20Indiv.%20Wrapped,https://www.google.com/search?q=Candy%20Envy%20Black%20Rock%20Candy%20Sugar%20Stick%2C%20Black%20Cherry%20Flavored%2C%2036%20Count%2C%20Indiv.%20Wrapped,https://seller.walmart.com/catalog/add-items?search=1696232472,N/A,no,no,no,1,0,1,5,Candy Envy,mfn,$46.99,5,$46.99,$46.99,46.99,15.48,17.69,37.65 %,114.28 %,26.10,26.54,1,NA,N/A,$13.82,$5.75,0,$7.05,15.00%,$0.12,1,$0.90,$0.30 /lb,$0.90,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"The listing has 4 variations,For better accuracy, we’ve used dimensions from B0C11H7CN8 to provide more precise estimates,3 or less sellers","7.99, 7.01, 5.00 in, 3.00 lbs",7.99,7.01,5.00,3.00,N/A,Computer
"05/02/2025, 03:25 AM PDT","05/02/2025, 06:25 AM EDT","05/02/2025, 05:25 AM CDT","05/02/2025, 03:25 AM PDT",Dragon Ball Z Case of 18 Mystery Candy Tins,2436310622,611508597604,18,2,Boston America,Grocery,Hard Candy,N/A,N/A,N/A,https://i5.walmartimages.com/seo/Dragon-Ball-Z-Case-of-18-Mystery-Candy-Tins_645dd7e6-62b9-4ec7-9d5e-b4a43b043770.d8567cb3142b34a9ebdab5b2a063e4fe.jpeg,,N/A,https://www.walmart.com/ip/2436310622,36.9,N/A,https://www.amazon.com/s?k=Dragon%20Ball%20Z%20Case%20of%2018%20Mystery%20Candy%20Tins,https://www.ebay.com/sch/i.html?_nkw=Dragon%20Ball%20Z%20Case%20of%2018%20Mystery%20Candy%20Tins,https://www.google.com/search?q=Dragon%20Ball%20Z%20Case%20of%2018%20Mystery%20Candy%20Tins,https://seller.walmart.com/catalog/add-items?search=2436310622,N/A,no,no,no,1,0,1,2,BiG Confections,mfn,$68.99,2,$68.99,$68.99,68.99,36.9,16.24,23.53 %,44.00 %,49.80,42.51,1,NA,N/A,$15.85,$4.95,0,$10.35,15.00%,$0.07,1,$0.48,$0.30 /lb,$0.48,$0.00,$0.00,$0.00,$0.00,0,$0.00,,0,"The listing has 2 variations,For better accuracy, we’ve used dimensions from B09R8WQ9Z2 to provide more precise estimates,3 or less sellers","9.49, 7.44, 2.44 in, 1.60 lbs",9.49,7.44,2.44,1.60,N/A,Computer
